,title_id,776601,796827,769209,738809,783769,784248,769568,785251,774044,752414,775141,783888,750582,773796,759567,774051,776255,775631,773916,795297,765322,773187,783877,771065,769567,798917,800770,786910,780253,800796,781339,775334,800390,805368
0,776601,1.0,0.5597511,0.5325474,0.41648012,0.43739966,0.34227073,0.4805567,0.45290202,0.58007723,0.5256758,0.45415485,0.55785584,0.45042372,0.7070807,0.55008847,0.4167005,0.6411055,0.46076044,0.529179,0.5485343,0.5360935,0.4009058,0.68999475,0.402703,0.51136297,0.41912913,0.61527103,0.46056688,0.49984875,0.39963222,0.5133046,0.6589954,0.39051062,0.43882445
1,796827,0.5597511,1.0,0.45536155,0.3032324,0.3875664,0.36907578,0.35734832,0.32046482,0.54957306,0.6064468,0.49053705,0.5768848,0.4569224,0.48541138,0.4021749,0.330205,0.5550548,0.34028596,0.50541353,0.5234846,0.42994535,0.3067838,0.4873407,0.3449758,0.40532622,0.30410177,0.5224757,0.30539542,0.4421211,0.2321909,0.3464045,0.63070023,0.3917933,0.39468682
2,769209,0.5325474,0.45536155,1.0,0.3094855,0.37147766,0.4120262,0.3795377,0.389588,0.5257037,0.47443116,0.60718304,0.51293087,0.4917524,0.69848984,0.30519375,0.28386778,0.6551334,0.34092313,0.39716452,0.5260341,0.5359705,0.44369107,0.6342137,0.39426136,0.4540475,0.51005125,0.49869016,0.4254049,0.4193626,0.29390335,0.4215913,0.5976298,0.31624064,0.42651433
3,738809,0.41648012,0.3032324,0.3094855,1.0000002,0.70601606,0.38104472,0.6348207,0.51092017,0.4295298,0.23302099,0.2718754,0.34610224,0.6698759,0.34937912,0.4228826,0.41069868,0.38962156,0.6895122,0.3399278,0.33986866,0.50301826,0.6482781,0.48261982,0.4311849,0.4474067,0.6538384,0.4799347,0.39205644,0.5836425,0.6364218,0.59160143,0.5462798,0.4101151,0.4081816
4,783769,0.43739966,0.3875664,0.37147766,0.70601606,0.9999999,0.4112887,0.6643364,0.6304772,0.51598215,0.301571,0.23593612,0.34674996,0.66904,0.29908875,0.47981167,0.4799924,0.5031188,0.7038275,0.46623906,0.3503201,0.56386554,0.57689315,0.5699302,0.46686065,0.52583706,0.652562,0.6110463,0.53307277,0.6192866,0.63263,0.5427955,0.5727249,0.45190555,0.41308606
5,784248,0.34227073,0.36907578,0.4120262,0.38104472,0.4112887,1.0,0.38186944,0.37113217,0.4586037,0.42677265,0.40873957,0.4390613,0.3270295,0.37326217,0.32663834,0.40640002,0.37144727,0.4357413,0.36922365,0.3989172,0.3742607,0.4030434,0.3901708,0.45373642,0.31391853,0.4119096,0.5427866,0.24050415,0.47486982,0.22754675,0.2995451,0.4731079,0.2600209,0.38469565
6,769568,0.48055667,0.35734826,0.3795377,0.6348207,0.66433626,0.38186944,1.0,0.58983713,0.5018716,0.33019835,0.31281462,0.35543597,0.6322602,0.3569018,0.40678668,0.5736805,0.48107576,0.6554038,0.46297655,0.3365578,0.5062282,0.63621587,0.54647213,0.46404698,0.5006487,0.5299688,0.6506903,0.41471115,0.532971,0.6637835,0.6109852,0.53536016,0.38114205,0.4661609
7,785251,0.45290214,0.32046485,0.38958803,0.51092017,0.6304772,0.37113222,0.58983713,1.0,0.41640344,0.27641353,0.36147124,0.2972513,0.5572392,0.40365705,0.45220214,0.53923845,0.48772672,0.636124,0.32912982,0.28201047,0.42769438,0.48713267,0.58948684,0.42923295,0.52968746,0.55603147,0.54287076,0.46259272,0.41652688,0.6432162,0.48886573,0.4495569,0.3736796,0.50786996
8,774044,0.5800773,0.5495731,0.52570367,0.42952967,0.51598215,0.45860374,0.5018716,0.41640344,0.99999994,0.6021117,0.554098,0.5548613,0.5027349,0.57988733,0.40958104,0.38239548,0.5809133,0.41136032,0.49322703,0.58974993,0.629902,0.38460034,0.60337806,0.3585929,0.49190697,0.5101562,0.5225179,0.57059646,0.50504446,0.3487418,0.47789752,0.5956853,0.33868656,0.4643202
9,752414,0.5256758,0.6064468,0.47443116,0.23302099,0.301571,0.42677265,0.3301984,0.27641353,0.6021118,1.0,0.49920988,0.6855303,0.33968836,0.4708267,0.3292212,0.28281808,0.52571607,0.23080716,0.46622092,0.5684327,0.42083347,0.23745784,0.41791442,0.2467027,0.40814024,0.21975377,0.5082484,0.30633807,0.46826833,0.15829846,0.23469703,0.52458394,0.30527902,0.28355417
10,775141,0.45415485,0.49053705,0.60718304,0.2718754,0.23593612,0.40873957,0.31281462,0.36147127,0.5540979,0.49920988,1.0000001,0.46249437,0.43213943,0.6235917,0.25887918,0.3107066,0.526531,0.2734804,0.3474101,0.5300523,0.53833985,0.3102829,0.5320373,0.4103088,0.34808773,0.40749878,0.43304223,0.39238027,0.26640838,0.18422627,0.36551812,0.5918367,0.40153486,0.51618576
11,783888,0.55785584,0.5768848,0.51293087,0.34610224,0.34674996,0.4390613,0.3554359,0.29725128,0.5548613,0.6855303,0.46249437,1.0000002,0.38912416,0.5251038,0.39328223,0.24009821,0.609493,0.33692396,0.43594664,0.59222585,0.46547997,0.32874212,0.5163374,0.35770366,0.34848905,0.32853314,0.5025416,0.3051975,0.46435022,0.21217956,0.27473575,0.6081058,0.29493603,0.28711843
12,750582,0.45042372,0.4569224,0.4917524,0.6698759,0.66904,0.3270295,0.6322602,0.5572392,0.5027349,0.33968836,0.43213943,0.38912416,1.0,0.40249687,0.48860198,0.45643598,0.54672605,0.60750663,0.48618382,0.41523302,0.59079283,0.5901774,0.60613185,0.51653117,0.53376245,0.6921277,0.6182612,0.47765964,0.509884,0.5361859,0.61097646,0.6423168,0.4466328,0.5422559
13,773796,0.7070807,0.48541138,0.69848984,0.34937912,0.29908875,0.37326217,0.35690182,0.40365696,0.5798875,0.4708267,0.6235917,0.5251038,0.40249687,1.0,0.39252818,0.3562771,0.64342374,0.38280225,0.40276226,0.5344813,0.5887474,0.43478578,0.68083286,0.41045332,0.5112471,0.48134118,0.48628515,0.4889841,0.37455368,0.325169,0.51391995,0.61800915,0.37664047,0.5462802
14,759567,0.55008847,0.4021749,0.30519375,0.4228826,0.47981167,0.32663834,0.4067866,0.45220214,0.409581,0.3292212,0.25887918,0.39328223,0.48860198,0.39252818,0.99999994,0.40346116,0.4660588,0.5303142,0.5416774,0.3782549,0.46610588,0.3694842,0.4966104,0.36057058,0.4854238,0.40020972,0.6120887,0.45559978,0.46948078,0.43142533,0.45747188,0.5173404,0.43546706,0.32363403
